,Tweets,Numeric Labels,Label
3131,"توروخدا اگر هنوز با اکستون در ارتباطید(یا بدتر اگر زندگی میکنید باهم) یا هنوز درگیرشید به هرطریقی، دیت جدید نرید خواهشا. یا اگر میرید با افتخار حرفشو نزنید یا اصلا بزنید به من چه:)) من صرفا دلم میسوزه واسه کسی که اینجا قربانی احساسات نصف نیمه شماست.",1,Sad
3132,هرخانواده‌ی ایرانی یک جمهوری اسلامی کوچک و مینیمال.,1,Sad
3133,ولی این رسمش نبود! پارسال روبرو حرم ازت قول گرفتم سال بعد هم بیام...,1,Sad
3134,"ولی سالی که نکوست، از برفش پیداست.",0,Happy
3135,رزق امشب و ان‌شاءالله که رزق سال‌های آینده.,4,Intense Emotions
3136,۲۴ سالگی✨,0,Happy
3137,وضعیت الان اینطوریه که یه تومن پولی نیست ولی همونم نمیشه درآورد =))))),0,Happy
3138,در ستایش گفت و گو …,4,Intense Emotions
3139,"متوجه حضور در راهپیمایی نمی‌شم. به این نظام نقد دارید ولی پاش می‌مونید؟ بمیرید بابا. حقوق اولیه‌مون ازمون سلب شده، رسماً برده‌ و دلقک این نظام‌اید برای وقت‌هایی که از توی سطل آشغال درتون بیارن و بگن ""ملت ما همه شهیدپرور و انقلابین"" و دوباره بندازنتون اون‌جا. کودن‌های ظاهرپرست.",2,Angry
3140,این دیالوگیه که همه جا جوابه.,3,Neutral
3141,دلم میخواد به همه آدما بگم برو بمیر.,2,Angry
3142,این مانده حساب اگر تومن هم بود باز نمیشد باهاش کاری کرد.,3,Neutral
3143,دیگه به خانه برنمی‌گردی پس؟,1,Sad
3144,نتیجه بازی بارسا و بایرن: الان یا الان؟,3,Neutral
3145,عکس دوست دخترت رو می‌ذاری اینجا میگی من دیگه نمت؟ خب یهو دیدی یکی اینجا پیدا شد که اون دوست‌دخترت رو مت. حالا می‌خوای چه غلطی بکنی؟,2,Angry
3146,اردیبهشت,3,Neutral
3147,نیمه‌شبِ شانزدهمِ خردادِ صفر دو.,3,Neutral
3148,این باشگاه داره کم کم بهم آنورکسیا می‌ده.,3,Neutral
3149,"وقتی با وجود این همه کار و بدبختی، باز دوباره میرم سراغ فیلم و سریال و کتاب:",1,Sad
3150,"واقعا چرا پول میدین کرم آبرسان می‌گیرین؟ خب پوستتونو بگیرین زیر شیر آب، آبرسانی میشه خودش دیگه 🤣🤣🤣",0,Happy
3151,چرا اونهایی که آتئیستن معمولا دینی رو ۱۰۰ میزدن؟:)))),0,Happy
3152,زنگ بزنی ۱۲۵🤣🤣🤣,0,Happy
3153,چقدر حس بدیه یهو میفهمی یکی مدتها روت کراش داشته هیچی نگفته. لامصب 😂 چرا نگفتی😂,4,Intense Emotions
3154,کاش میشد همینجوری میرفتیم دانشگاه تو کارشناسی:),4,Intense Emotions
3155,خداروشکر یه دغدغه‌ام برطرف شد.,0,Happy
3156,وسوسه‌ی دی‌اکتیو کردن اینستاگرام از همیشه دل‌انگیز‌تر به نظر می‌آید,0,Happy
3157,داداش جون هر کی دوست داری بی‌خیال شو. واقعا هیچ‌کس الان کمترین اهمیتی به تو و اون فوتسال مزخرف و دانشکده‌های شرکت‌کننده توش نمیده,2,Angry
3158,یه ویدئو از زایمان طبیعی و یه ویدئو از سزارین دیدم و باید به همسرِ عزیزم بگم که از الآن شروع کن به نذر و نیاز و از لک‌لک‌ها بچه‌هات رو بخواه. این قضیه به من هیچ ربطی نداره.,3,Neutral
3159,دوست دارم به بچه هام بگم ایران آزاد از وقتی شروع شد که سر #مهسا_امینی سکوت نکردیم.,1,Sad
3160,"فکر کنم ادم این دوران نیستم، حداقل باید هزار سال پیش بدنیا می اومدم.",1,Sad
3161,منچستر امشب چندتا خورد؟,3,Neutral
3162,از اینجا نمی‌تونستم بخونمتون. چون نه اینترنت داشتم نه آنتن:)))),0,Happy
3163,اینم از فکت پشم‌ریزون امشب,4,Intense Emotions
3164,چشمممممم,3,Neutral
3165,بنده هم در قسمت چپ بدنم آخوندها و در قسمت راست بدنم خانواده‌ی سنتی مذهبی قرار داره.,3,Neutral
3166,من الان خیلی خوشحالم.,0,Happy
3167,"دوست داشتم در جهانی خالی از هرگونه شرارت و ظلم زندگی کنم؛ اما متاسفانه تمام دنیاهایی که می‌توانم انتخاب کنم، پر از انسان هستند.",1,Sad
3168,اسرائیل ۲۵ سال آینده را نخواهد دید. بنیامین نتانیاهو,3,Neutral
3169,"اگه استادا جدی ریکام نمیدن، دیگه اینجا راحت با اسم بهشون فحش بدیم.",2,Angry
3170,"دایرکت در ۲ حرکت، نوبت دخترا",3,Neutral
3171,عجب روز خوبی بود امروز. راضیم واقعا,0,Happy
3172,امروز با زیدم رفتم بیرون ❤️💃,4,Intense Emotions
3173,"صدف بعد باشگاه بهم یه کوکی داد، گفتم ""می‌شه گازش بزنم طعمشو بخورم بعد تُفِش کنم؟""",3,Neutral
3174,کیری عوضی,2,Angry
3175,"وقتی از یه روح در دو بدن صحبت میکنیم، از چی حرف می‌زنیم😂😂",0,Happy
3176,وقتی خانوادمو دیدم فهمیدم من قلبم از رابطه اونقدرها هم نشکسته بود. دلم واسه خانوادم تنگ شده بود.,1,Sad
3177,"حسن نیت نشون میدی و احترام میذاری بعد برمی گردن طوری رفتار می کنن انگار طرف مقابلش خره نمی فهمه، بابا ما هم می تونیم گرگ باشیم به علی",2,Angry
3178,اینو خدا زده بچه ها.,2,Angry
3179,پیش به سوی آتئیست شدن …,3,Neutral
3180,"بابا وقتی طرف چت رو بر اساس رفاقتی که دارین، با سلام شروع نمیکنه، تو نباید بیای زارت بعد از حرفاش بهش سلام کنی.😂😂 داری بدبختو تحقیر میکنی قشنگ. اون خودش بلد بود سلام کنه خب=)))))",0,Happy
3181,نورشو ادیت نکردم. ۱ جا هم گرفتم. نمیدونم چرا رنگشون فرق داره🤔,3,Neutral
3182,ابوالقاسم طالبی نشسته جلوی بهروز افخمی و می‌گه یائسگی زن‌ها دلیل رفتارها و شورش‌های اخیرشونه و افخمی هم پوزخند می‌زنه؟ حیف درد زایمانی که مادرهای شما برای به دنیا آوردنتون تحمل کردن.,2,Angry
3183,"قبل هر امتحانی لپ تابم خراب میشه، چقدر این زندگی زیباست.",1,Sad
3184,"من دوتا مود بیشتر ندارم درمورد رابطه: یا کلا تنها باشم و با تنهاییم حال کنم. یا وقتی میرم تو رابطه،توجه و عشق میخوام از طرف مقابل. چون اینجا تنهام و دوست دارم اون ادم کسی باشه من تمام عشقی که نمیتونم به دوست صمیمی و خانواده بدم به اون بدم وقتی میبینم نمیشه ترجیح میدم تنها بمونم:)",1,Sad
3185,آه از آن رفتگان بی‌بازگشت.,1,Sad
3186,مناسب برای اواخر ترم,3,Neutral
3187,حالا آروم‌آروم ۲۴ تا واحدو حذف کنین برسونین به ۱۶ تا=)))))),0,Happy
3188,"تا به اینجای کار و فکر کنم تا اخرش، بهترین استاد دانشگاه شریف با اختلاف نگین باقرپور باشه",0,Happy
3189,"اگر خبر لغو آیلتس از اسفند واقعی باشه، دیگه نمی‌تونم. با تموم وجود لعنت بهتون، به اول و آخرتون، به هرکی زاییدتون که اینطوری برینید توی تک‌تک ثانیه‌های عمر ما. به ریال ریال لقمه‌ی کثافت‌گرفتتون. به ذات حرومتون که زندگی رو به ما حروم کردید. بمیرید حرومزاده‌ها، بمیرید.",2,Angry
3190,"فک کن این همه درس خوندم، کنکور دادم، دانشگاه رفتم، اپلای کردم، باز اینجا درس خوندم، این همه سرکار تلاش کردم، بعد الان کار مورد علاقه ام اشپزی و تمیز کردن خونمه و رسیدن به گل و گیاها و یوگا و …ست🤣🤣🧘🏻‍♀️ چرا انقدر اشتباه زدم!",0,Happy
3191,در واقع ترم زوج تازه برا بعد عید شروع میشه,3,Neutral
3192,من تو کونم یه عالمه فامیل دارم.,2,Angry
3193,"میانترم، پایانترم، کوییز، تمرین و هر خری که به این مفاهیم مربوطه دیگه برام از درون تهی شدن و معنایی ندارن.",1,Sad
3194,بچه ها هشتگ #مهسا_امینی از ترند خارج شده. لطفا اگر نمیتونید بزنید توییتشو حداقل توییتهای با هشتگ درست رو ریتوییت کنید. بعضی هاتون به فکر این هستید پیجتون چه شکلی دیده میشه هنوز؟ توروخدا بی خیال!,1,Sad
3195,"دو شاخه رو زدم تو پریز، برق دوتا اتاق رفت و پریز ها هم سوخت. مگه میشه؟",1,Sad
3196,همه ما که مهاجرت کردیم یه درد مشترک داریم و اونم حسرت خوردن برای آینده خیالی ایرانه.,1,Sad
3197,"بگا بگا بگاتر، بگاتر از ستاره؛ تو آسمونِ آبی، بگا می‌ریم دوباره.",2,Angry
3198,امروز میرم دانشگاه. اونی که میبینید هم بقچه تغذیه منه😂😂😂,0,Happy
3199,اینم ۲۵ سالگی🎂,3,Neutral
3200,"مردم کاراشون تا ۹۹ درصد پیش میره، ولی چون به ۱۰۰ نرسیده به کسی چیزی نمیگن که یه وقت کنسل نشه. بعد من هنوز کارم شروع نشده میرم به همه دوستام میگم. ای ساده‌‌لوح احمق",2,Angry
3201,هدیه‌ای که امروز گرفتم و روزمو ساخت واقعاً,0,Happy
3202,"به دوست‌دخترم گفتم تو شماره یک منی. خیلی خوشحال شد ولی نمی‌دونه من برنامه‌نویسم، اندیس‌ها رو از صفر شروع می‌کنم🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",0,Happy
